Title,Year,Link,Abstract,Author Keywords,Index Keywords
"The Association Between the Use of Statins and Clinical Outcomes in Patients with COVID-19: A Systematic Review and Meta-analysis",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111831337&doi=10.1007%2fs40256-021-00490-w&partnerID=40&md5=de52170bac5237f9d2ed41ce5fe5e89f","Purpose: Previously, we have reported potential clinical benefits with the use of statins in patients with coronavirus disease 2019 (COVID-19) in a meta-analysis, where there was a significantly reduced hazard for a fatal or severe course of illness with the use of statins, but the meta-analysis was limited by the small number of studies included, with small heterogeneity among studies, due to the unavailability of more studies at the point of literature search. We aimed to perform an updated systematic review and meta-analysis to summarize the existing evidence on the effect of statins on the clinical outcomes of patients with COVID-19. Methods: Electronic databases, including PubMed, Google Scholar, and Scopus, and preprint servers were searched (last updated June 3, 2021) to identify studies investigating the association between the use of statins in patients with COVID-19 and the development of severe disease and/or mortality. Random-effects model meta-analyses were performed to estimate the pooled odds ratio (OR) or hazard ratio (HR) with 95% confidence intervals (CIs). The outcomes of interest were (1) all-cause mortality and (2) a composite endpoint of severe illness of COVID-19. Results: Upon systematic literature search, we identified 35 studies, of which 32 studies reported the outcome of all-cause mortality and 15 studies reported the composite endpoint of severe COVID-19 illness between statin users versus non-statin users with COVID-19. Our meta-analysis revealed that the use of statins was associated with a significantly lower risks of all-cause mortality (HR = 0.70, 95% CI 0.58–0.84, n = 21,127, and OR = 0.63, 95% CI 0.51–0.79, n = 115,097) and the composite endpoint of severe illness (OR = 0.80, 95% CI 0.73–0.88, n = 10,081) in patients with COVID-19, compared to non-use of statins, at the current sample size. Conclusion: Statin use is associated with a better prognosis in patients with COVID-19. Our findings provide a rationale to investigate the use of statins among patients with COVID-19 in large scale clinical trials. © 2021, The Author(s), under exclusive licence to Springer Nature Switzerland AG.",,
"Cardiovascular adverse events reported from covid-19 vaccines: A study based on who database",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111766017&doi=10.2147%2fIJGM.S324349&partnerID=40&md5=f43dad52502fb11d532c63b454c6e13f","Background: Thirteen COVID-19 vaccines are granted emergency approval. It is crucial to monitor their adverse events post vaccination. The present study focuses on cardiovascular adverse events post-COVID-19 vaccination and aims to determine adverse events with the administered vaccine. Methodology: The cardiovascular (CVS) adverse events were extracted for three broad headings (SOCs) – cardiac disorders, vascular disorders, and investigations. Descriptive statistics were reported in the form of percentage and frequency, and the disproportionality analysis was conducted. Results: For the cardiovascular system, 4863 adverse events (AEs) were reported from BNT162b2 Pfizer, 1222 AstraZeneca, Moderna, and other COVID-19 vaccines. Common adverse events observed with vaccines under study were tachycardia (16.41%), flushing (12.17%), hypertension (5.82%), hypotension (3.60%) and peripheral coldness (2.41%). Based on disproportionality analysis (IC025 values), acute myocardial infarction, cardiac arrest, and circulatory collapse were linked to the vaccines in the age group &gt;75 years. Hypertension, severe hypertension, supraventricular tachycardia, sinus tachycardia, and palpitations were associated across all age groups and either gender. Amongst the investiga-tions, abnormal ECG findings raised C-reactive protein, elevated D dimer, and troponin were reported in specific age groups or gender or all subjects. Conclusion: Although cardiovascular events have been reported with the COVID-19 vaccines, the causality is yet to be established because such CVS AEs are also usually associated with the general public even without intervention. Hence, people should be administered these vaccines, and sustained monitoring of these AEs should be done. © 2021 Jeet Kaur et al.","1222 AstraZeneca; Adverse events; BNT162b2; Cardiovascular adverse events; COVID-19 vaccines; Moderna",
"Emerging technologies and their roles during the COVID-19 pandemic and safety challenges of frontline medical staff: a rapid review",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111753665&doi=10.1007%2fs42600-021-00167-y&partnerID=40&md5=e470c492756af2513fd257c05fa0dfb1","Purpose: The coronavirus 2019 (COVID-19) pandemic has rapidly spread worldwide, with an ever-increasing number of confirmed positive cases and mortality rate. Moreover, frontline medical staff fighting with the COVID-19 infection have been infected and show psychological effects of the pandemic. This study presents an overview of the emerging literature on the safety challenges of frontline medical staff and how technology is being used to control the COVID-19 pandemic. Methods: This study conducts a rapid review of available studies by following the “preferred reporting items for systematic reviews and meta-analyses” (PRISMA) guidelines. Sixty-three articles were selected for this rapid review paper from three popular digital data repositories. Results: The majority of the studies chosen focused on the discussion of COVID-19 with regard to China, Singapore, Italy, and the USA. A previously proposed framework is used to synthesize the findings of this study. The results throw light on the several challenges faced by medical staff during the COVID-19 pandemic. Eleven major technologies have been identified in this paper. Conclusion: This work concludes that technology helps in the prevention and detection of the COVID-19 infection, where it specifically helps in reducing the safety challenges of frontline medical staff and monitoring the COVID-19 patients. © 2021, Sociedade Brasileira de Engenharia Biomedica.","Emerging technology; Frontline medical staff; Psychological effects; Rapid review","Industrial engineering; Coronaviruses; Digital datas; Emerging technologies; Meta analysis; Mortality rate; Psychological effects; Review papers; Systematic Review; Engineering"
"The use of remdesivir for the management of patients with moderate-to-severe COVID-19: a systematic review",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111669201&doi=10.1080%2f14787210.2021.1949984&partnerID=40&md5=c2adcc5a6a60664bd4e17770a69350fc","Objective: We systematically reviewed the evidence of published original research to determine the role of remdesivir in the management of patients with COVID-19 and a moderate-to-severe course of illness. Methods: A systematic search of articles was conducted in scientific databases, with the latest update in May 2021. This paper systematically reviewed the clinical evidence available (randomized controlled trials, compassionate use studies, and case reports) on the use of remdesivir for patients with moderate or severe COVID-19. Results: A total of eleven studies were included: four studies based on compassionate use of remdesivir, three randomized, double-blind, placebo-controlled, multicentre trials, three randomized, open-label, phase III trials, and one case report. Clinical improvement and mortality rates in patients who used remdesivir varied across studies. Conclusion: Given the current evidence, there is insufficient data to confidently recommend the use of remdesivir alone for the treatment of adult hospitalized patients with moderate-to-severe COVID-19. However, remdesivir may be considered along with an anti-inflammatory agent in patients with pneumonia, on oxygen support, provided there is close monitoring of clinical and laboratory parameters and adverse events. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","Adverse events; critically ill; evidence-based medicine; remdesivir; SARS-CoV-2",
"Particulate matter concentration and health risk assessment for a residential building during COVID-19 pandemic in Abha, Saudi Arabia",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111514776&doi=10.1007%2fs11356-021-15534-6&partnerID=40&md5=da979f488de1b2f48c939adee42d161f","Building and its environment are in focus owing to health impact attributed to indoor air quality. This study was carried out to assess indoor air quality in terms of particulate matter (PM) and carbon dioxide in a residential building, during COVD-19 pandemic lockdown from March 25 to April 23, 2020, Abha, Saudi Arabia. The PM concentration range for kitchen, bedroom, and hall were 40,000–81000 μg/m3 (PM0.3), 15,000–26000 μg/m3 (PM0.5), 4000–6000 μg/m3 (PM1), 1100–1500 μg/m3 (PM2.5), 160–247 μg/m3 (PM5), and 60–95 μg/m3 (PM10). The results of this study suggest that bedroom needs to be ventilated as CO2 concentration was reaching 700 ppm during sleep hours. PM concentration was exceeding 300 μg/m3 (unhealthy) for all particle sizes of PM0.3, PM0.5, PM1, and PM2.5 except for PM10 which was also above safe limits (0–50 μg/m3). Also, with influential habit (aromatic smoke), these concentrations increased 2–28 times for PM. The hazard quotient value greater than 1 revealed potential health risk to the inhabitants. Hence, future studies are needed for developing indoor air quality guidelines for residential buildings in Saudi Arabia and better planning and management of energy consumption. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Carbon dioxide; COVID-19; Hazard quotient; Indoor air quality; Particulate matter",
"Emerging cases of mucormycosis under COVID-19 pandemic in India: Misuse of antibiotics",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111484995&doi=10.1002%2fddr.21862&partnerID=40&md5=ab53dc0299ef90c872496d2db77fa51a","COVID-19's second wave had a significant impact on India, on May 7, 2021, the largest daily recorded case count was a little more than 4 million, and it has since fallen. Although the number of new cases reported has dropped, during the third week of May 2021, India accounted for about 45% of new cases identified globally and around 34% of deaths. As India maintains its present level of stability, a new urgent threat has emerged in the form of coronavirus-associated mucormycosis. Mucormycosis, an acute and deadly fungal infection caused by Mucorales-related fungal species, is a fungal emergency with a particularly aggressive propensity for contiguous spread, associated with a poor prognosis if not properly and immediately identified, and treated. Mucormycosis, sometimes referred to as the “black fungus,” has increased more rapidly in India during the second wave of COVID-19 than during the first wave, with at least 14,872 cases as of May 28, 2021. Uncontrolled diabetic mellitus (DM) and other immunosuppressive diseases such as neutropenia and corticosteroid treatment have traditionally been identified as risk factors for mucormycosis. Therefore, the use of glucocorticoids or high doses of glucocorticoids in mild COVID-19 cases (without hypoxemia) should be avoided. In addition, drugs that target the immune pathway, such as tocilizumab, are not recommended without clear benefits. © 2021 Wiley Periodicals LLC.","black fungus; COVID-19; mucormycosis; SARS-CoV-2; steroids",
"The Covid-19 impact on financial crime and regulatory compliance in Malaysia",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111484590&doi=10.1108%2fJFC-05-2021-0107&partnerID=40&md5=a01d4e5fb339760e7f8281ac6b503e83","Purpose: The purpose of this paper is to provide a conceptual discussion and analysis of the Covid-19 impact on financial crime and regulatory compliance. The analysis is conducted to make a comparison of the financial crime and regulatory compliance patterns before and after the Covid-19 pandemic occurred. Design/methodology/approach: This paper contextualises the impact of Covid-19 on financial crime and regulatory compliance. Moreover, this paper explores different ways of conceptualising the Covid-19 impacts in terms of financial crimes and regulatory compliance patterns based on the surveys by PricewaterhouseCoopers and Deloitte. Findings: The Covid-19 pandemic has brought both challenges and opportunities to financial crime and regulatory compliance. In the aspects of financial crime patterns, this study found a reduction in physical crime whilst on the other hand increment in cybercrime. Nevertheless, this study discovered regulatory compliance not at a satisfactory stage even before the Covid-19 pandemic, let alone during the pandemic. Practical implications: This study implies that the financial institutions must work together to combat the risks of financial crimes, not only amongst the institutions but also with the regulators. Digitalisation and robust risk management need to be improved at a massive level to beat the criminals’ high fintech skills and systems. The initiatives of fund packages from the governments to assist the companies especially the small firms need to be fully used by the companies to improve regulatory compliance. Originality/value: Whilst some studies discussed the impact of Covid-19 on the economy, there are still scarce resources on the comparative analysis on the financial crime and regulatory compliance, not to mention the before and after effect of the Covid-19 pandemic. This is the first paper to integrate the issues surrounding the Covid-19 impact, financial crimes and regulatory compliance in Malaysia. © 2021, Emerald Publishing Limited.","Covid-19; Financial crime; Fraud; Money laundering; Regulatory compliance",
"Faculty experiences on emergency remote teaching during COVID-19: a multicentre qualitative analysis",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111426614&doi=10.1108%2fITSE-09-2020-0198&partnerID=40&md5=adf4124bb9f2eb3d5be94a98bfeb51da","Purpose: During COVID 19 pandemic emergency remote teaching (ERT) in higher education emerged and faculty members had to go through a transformation in teaching-learning without preparedness. The purpose of the study is to understand the instructional delivery experiences of faculty members, explore the challenges and how they overcame these challenges during the transition from traditional classroom teaching to ERT. Design/methodology/approach: A qualitative research approach using phenomenology is adapted for the study. The study is conducted in selected renowned government and private universities offering professional education in India, Malaysia, Oman and the United Arab Emirates. Data analysis is using NVivo, data management software, based on Ricouer’s theory of interpretation. Findings: The findings identify unique challenges and opportunities in faculty experiences during the implementation of ERT and universities require more preparedness in implementing a revised pedagogy. Addressing these unique challenges is, therefore, essential in effective change management and ensuring the effectiveness of instructional delivery. Research limitations/implications: The study comprises faculty experiences from only selected countries (the United Arab Emirates, Oman, India and Malaysia) and disciplines such as business studies, design and architecture, engineering, hospitality and tourism management, medicine and nursing. The research contributes towards change management and adaptability strategies during emergency transitions. Practical implications: The study has implications in the field of education, administration, research and society at large. This is an era of change that has witnessed tremendous possibilities of digital technology in enhancing remote teaching and learning at all levels of education worldwide. The study enumerates the factors influencing the paradigm shift in the pedagogy for present and future higher education. The present study also highlights how challenging this transformation was to the lives of professional academics and emphasized how effectively the faculty need to be mentored for the future by the administration. Future research can envisage effective tools and techniques for strengthening professional education at universities. The social context and human experiences in ERT and their impact on the process of learning are also addressed in the study. Social implications: The study aims to understand the social context and human experiences in the process of ERT and their impact on the process of learning. Originality/value: The findings of the study would throw light into the factors influencing the paradigm shift in the pedagogy for present and future higher education. © 2021, Emerald Publishing Limited.","COVID-19; Emergency remote teaching; Faculty experiences; Higher education; Online learning; Universitites",
"Does the level of a country's resilience moderate the link between the tourism industry and the economic policy response to the COVID-19 pandemic?",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111406701&doi=10.1080%2f13683500.2021.1956441&partnerID=40&md5=c86f404abc80090283e9efa60711693f","This study examines whether the level of a country's resilience to shocks moderates the link between the size of the tourism industry and the economic policy response to the COVID-19 pandemic using data from 113 countries. The findings suggest that countries with large tourism sectors responded more aggressively by using economic stimulus packages to mitigate the impact of the COVID-19 pandemic; however, the impact of the tourism sector is moderated by the country's resilience to shocks. The study also finds that both high level of economic resilience and high level of risk quality of a country moderate the link between the tourism sector and the economic policy response to the COVID-19 pandemic. The findings of the study suggest that tourism businesses in high resilient countries are better prepared to cope with the disruptive challenges posed by the COVID-19 pandemic and thus needed less assistance from governments. Improving a country's resilience to shocks is an important strategy to minimize the impact of future negative shocks in the tourism sector. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","COVID-19; economic resilience; pandemic; resilience index; risk quality; tourism",
"Review on COVID-19 diagnosis models based on machine learning and deep learning approaches",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111365730&doi=10.1111%2fexsy.12759&partnerID=40&md5=a6b847fd6b71229f6369f3b03404d951","COVID-19 is the disease evoked by a new breed of coronavirus called the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Recently, COVID-19 has become a pandemic by infecting more than 152 million people in over 216 countries and territories. The exponential increase in the number of infections has rendered traditional diagnosis techniques inefficient. Therefore, many researchers have developed several intelligent techniques, such as deep learning (DL) and machine learning (ML), which can assist the healthcare sector in providing quick and precise COVID-19 diagnosis. Therefore, this paper provides a comprehensive review of the most recent DL and ML techniques for COVID-19 diagnosis. The studies are published from December 2019 until April 2021. In general, this paper includes more than 200 studies that have been carefully selected from several publishers, such as IEEE, Springer and Elsevier. We classify the research tracks into two categories: DL and ML and present COVID-19 public datasets established and extracted from different countries. The measures used to evaluate diagnosis methods are comparatively analysed and proper discussion is provided. In conclusion, for COVID-19 diagnosing and outbreak prediction, SVM is the most widely used machine learning mechanism, and CNN is the most widely used deep learning mechanism. Accuracy, sensitivity, and specificity are the most widely used measurements in previous studies. Finally, this review paper will guide the research community on the upcoming development of machine learning for COVID-19 and inspire their works for future development. This review paper will guide the research community on the upcoming development of ML and DL for COVID-19 and inspire their works for future development. © 2021 John Wiley & Sons Ltd.","2019-nCoV; COVID-19; COVID-19 dataset; deep learning; machine learning","Classification (of information); Diagnosis; Diseases; Learning systems; Support vector machines; Diagnosis techniques; Exponential increase; Healthcare sectors; Intelligent techniques; Learning mechanism; Machine learning mechanism; Research communities; Severe acute respiratory syndrome coronavirus; Deep learning"
"Aunp coupled rapid flow-through dot-blot immuno-assay for enhanced detection of sars-cov-2 specific nucleocapsid and receptor binding domain igg",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111340419&doi=10.2147%2fIJN.S313140&partnerID=40&md5=0e85c8bd8181887e79d22d5dd3c6da1c","Background: Serological tests detecting severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) are widely used in seroprevalence studies and evaluating the efficacy of the vaccination program. Some of the widely used serological testing techniques are enzyme-linked immune-sorbent assay (ELISA), chemiluminescence immunoassay (CLIA), and lateral flow immunoassay (LFIA). However, these tests are plagued with low sensitivity or specificity, time-consuming, labor-intensive, and expensive. We developed a serological test implementing flow-through dot-blot assay (FT-DBA) for SARS-CoV-2 specific IgG detection, which provides enhanced sensitivity and specificity while being quick to perform and easy to use. Methods: SARS-CoV-2 antigens were immobilized on nitrocellulose membrane to capture human IgG, which was then detected with anti-human IgG conjugated gold nanoparticle (hIgG-AuNP). A total of 181 samples were analyzed in-house. Within which 35 were further evaluated in US FDA-approved CLIA Elecsys SARS-CoV-2 assay. The positive panel consisted of RT-qPCR positive samples from patients with both<14 days and >14 days from the onset of clinical symptoms. The negative panel contained samples collected from the pre-pandemic era dengue patients and healthy donors during the pandemic. Moreover, the sensitivity, specificity, positive predictive value (PPV), and negative predictive value (NPV) of FT-DBA were evaluated against RT-qPCR positive sera. However, the overall efficacies were assessed with sera that seroconverted against either nucleocapsid (NCP) or receptor-binding domain (RBD). Results: In-house ELISA selected a total of 81 true seropositive and 100 seronegative samples. The sensitivity of samples with <14 days using FT-DBA was 94.7%, increasing to 100% for samples >14 days. The overall detection sensitivity and specificity were 98.8% and 98%, respectively, whereas the overall PPV and NPV were 99.6% and 99%. Moreover, comparative analysis between in-house ELISA assays and FT-DBA revealed clinical agreement of Cohen's Kappa value of 0.944. The FT-DBA showed sensitivity and specificity of 100% when compared with commercial CLIA kits. Conclusion: The assay can confirm past SARS-CoV-2 infection with high accuracy within 2 minutes compared to commercial CLIA or in-house ELISA. It can help track SARS-CoV-2 disease progression, population screening, and vaccination response. The ease of use of the assay without requiring any instruments while being semi-quantitative provides the avenue of its implementation in remote areas around the globe, where conventional serodiagnosis is not feasible. © 2021 Sil et al.","AuNP; COVID-19; Dot-blot immunoassay; Gold nanoparticle; Nucleocapsid; Receptor binding domain; SARS-CoV-2; Serosurveillance","coronavirus nucleocapsid protein; gold nanoparticle; immunoglobulin G; pyroxylin; SARS-CoV-2 antibody; gold; immunoglobulin G; metal nanoparticle; virus antibody; Article; chemiluminescence immunoassay; controlled study; coronavirus disease 2019; COVID-19 serological testing; diagnostic accuracy; diagnostic test accuracy study; dot hybridization; enzyme linked immunosorbent assay; flow through dot blot assay; human; human cell; major clinical study; reverse transcription polymerase chain reaction; sensitivity and specificity; seroconversion; Severe acute respiratory syndrome coronavirus 2; virus detection; virus nucleocapsid; adult; blood; chemistry; immunoblotting; immunology; isolation and purification; male; predictive value; procedures; seroepidemiology; virus nucleocapsid; Adult; Antibodies, Viral; Gold; Humans; Immunoblotting; Immunoglobulin G; Male; Metal Nanoparticles; Nucleocapsid; Predictive Value of Tests; SARS-CoV-2; Sensitivity and Specificity; Seroepidemiologic Studies"
"Online examination: a feasible alternative during COVID-19 lockdown",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111168224&doi=10.1108%2fQAE-09-2020-0112&partnerID=40&md5=5502612725c7b4b6782037bbf8e01dd7","Purpose: The purpose of this case study is to share the authors’ involvement and observation in adopting online exam as an evaluation tool, in the hope that others may too be able to adapt and circumvent this lockdown period while bringing a more reliable methodological approach in an online exam. Design/methodology/approach: This is a case study that reports the application of an online examination for a year 3 MBBS Professional Exam during the period of lockdown (movement control). This case highlights the conduct of online theory in the form of single best answer multiple choice questions and online practical via objective structured clinical examination, without jeopardizing the integrity of the system, and the measures adapted to mitigate potential academic dishonesty. Findings: The authors’ observation shows that online exam can be conducted in scenario where conventional exam is not possible. Research limitations/implications: This is an observation in a real-life scenario that discusses the purpose and the process. A single study may not be sufficient to relate the reliability and generalizability of the analysis. Practical implications: The practice of social distancing is a hindrance towards traditional classroom teaching. Online exam has promising potential to be the solution to this problem. The authors have demonstrated that an MBBS theory and practical exam can be conducted remotely without any physical contact, without any compromise in achieving the learning objectives within the curriculum. Medical education can proceed with a new drive while ensuring the learning process continues a stable momentum. Originality/value: Online examination is almost unheard of, especially for undergraduates in the medical programme. This study highlights a plausible approach in the design of the online examination and identifies the barriers and favourable edges of this platform. © 2021, Emerald Publishing Limited.","COVID-19; E-assessment; Google form; Online assessment; Online examination; Online OSCE",
"A framework for understanding media exposure and post-COVID-19 travel intentions",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111155109&doi=10.1080%2f02508281.2021.1949545&partnerID=40&md5=c00978ec0c133f72d6427eb8fc64c988","Risk perceptions associated with the COVID-19 pandemic are significant factors shaping contemporary tourists’ travel behaviour. While the relationship between perceived risk and tourists’ decision-making and behaviour in relation to COVID-19 is already a significant area of tourism research, the role of exposure to media outlets in affecting travel intentions has only seen very limited attention. This is despite the clear importance of media in influencing risk perceptions and travel behaviour in general. This study proposes a framework linking crisis management, healthcare system, solidarity and destination marketing shaped by media exposure to post-pandemic travel intentions. This research lays a foundation for future research on media exposure and tourists’ travel behaviour in times of crisis. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","COVID-19 pandemic; crisis; destination image; media exposure; travel intention",
"Positive global environmental impacts of the COVID-19 pandemic lockdown: a review",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111146029&doi=10.1007%2fs10708-021-10475-6&partnerID=40&md5=d6c514a5044e479ec8ca5b546bb80e8c","Global environmental change is mainly due to human behaviours and is a major threat to sustainability. Despite all the health and economic consequences, the impact of the COVID-19 pandemic lockdown on environmental health warrants the scientific community’s attention. Thus, this article examined and narratively reviewed the impact of several drastic measures taken on the macro environment and holistic planetary health. We note that the amount of pollution in the air, water, soil, and noise showed a significant decline during the pandemic. Global air quality improved due to lower anthropogenic emissions of air pollutants and atmospheric particles. Water ecosystems also demonstrated signs of recuperation in many countries. Less commercial fishing internationally resulted in the restoration of some aquatic life. Additionally, significant reduction of solid and water waste led to less soil pollution. Some places experienced cleaner beaches and ocean water while wildlife sightings in urban areas across the world occurred more often. Lastly, the COVID-19 pandemic lockdown also led to a worldwide decline in noise pollution. However, the beneficial environmental effects will not be permanent as the world gradually returns to its pre-pandemic status quo. Therefore, behavioural changes such as adopting a lifestyle that reduces carbon footprint are needed to make a positive impact on the environment. In addition, world leaders should consider the national policy changes necessary to ensure continuity of as many of the positive environmental impacts from the COVID-19 pandemic lockdown as possible. Those changes would also serve to lessen the likelihood of another zoonotic calamity. © 2021, The Author(s), under exclusive licence to Springer Nature B.V.","COVID-19; Environmental health; Lockdown; Pandemic; Pollution","Air quality; Behavioral research; Carbon footprint; Fisheries; Health; Hydrogeology; Noise pollution; Soil pollution; Water pollution; Anthropogenic emissions; Atmospheric particles; Economic consequences; Environmental health; Global environmental change; Global environmental impacts; Impact on the environment; Scientific community; Sustainable development"
"Mental Health and COVID-19: Policies, Guidelines, and Initiatives from the Asia-Pacific Region",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111099299&doi=10.1177%2f10105395211025901&partnerID=40&md5=3f6ee9c31e9a787484b76388c496851a","The COVID-19 outbreak was declared a pandemic by the World Health Organization in March 2020 due to rapid intercontinental spread and high morbidity and mortality. Globally, the disease has had a major impact on human lives, including health, economic, employment, psychological, and overall well-being. The COVID-19, besides causing respiratory, neurological, and cardiovascular diseases, has had significant impact on mental health. Major mental health disorders, including depression, anxiety, and stress, have risen in parallel with increasing prevalence of COVID-19. Many population groups, including children, the elderly, those with chronic illnesses, and health care workers, have been affected. This review gives an overall assessment of the prevalence of COVID-19-associated psychological morbidity. In countries in the Asia-Pacific region, prevalence of depression ranged between 4.9% and 43.1%, anxiety from 7.0 to 43.0%, and stress from 3.4% to 35.7%. As COVID-19 continues to severely affect the psychosocial well-being of the population at large, countries have developed and revised policies, guidelines, and introduced new initiatives to curb mental health issues among their citizens. In the long run, pre-disaster preparedness is important to alleviate long-term post-pandemic psychiatric morbidity and to develop psychological resilience toward disasters and pandemic, alongside investment for better mental health coverage. © 2021 APJPH.","anxiety; COVID-19; depression; guidelines; mental health; policies; stress",
"Transformation on the run—digitising medical education during the covid-19 pandemic",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111054156&doi=10.29060%2fTAPS.2021-6-3%2fGP2430&partnerID=40&md5=9336b43e6ea64532088fd0ae2c4f2276","Introduction: The article is a succinct summary of events and process for emergency digitisation and transition to remote teaching during the COVID-19 pandemic. The challenges of such transition included the need for enhanced infrastructure facilities, compliance to directives from regulatory bodies, providing an equivalent learning experience in the virtual learning environment (VLE) and ensuring the end user capacity to utilise the VLE created. Methods: To accomplish this task a suitable instructional design and transition model was utilised to create an integrated Moodle and Microsoft Teams platform as the VLE. The curriculum was recreated in the VLE through review of existing infrastructure and resources, deconstructing the demands of the curriculum, reconstructing the learning experiences of curriculum in VLE and innovating to improve. The end user training was also provided using the same VLE created, which ensured capacity building. Virtual Clinical Assessments (VCA) were created to ensure the completion of assessment tasks. Results: The utilisation of the ACTIONS transition model resulted in the evolution of instructional delivery from a Web Enhanced approach to a customised Web Centric approach and implementation of Virtual Clinical Assessments. Students expressed their satisfaction in the learning experience through VLE, but were anxious about their clinical training and connectivity issues. Conclusion: This transition demonstrated the need of future directions in terms of learner readiness to be more self-directed and self-determined, design thinking for transformation to a Web Centric curriculum, faculty readiness to change and develop the competency of Technological Pedagogical Content Knowledge (TPACK). © 2021 TAPS. All rights reserved.",,
"Spatial distribution of COVID-19 cases, epidemic spread rate, spatial pattern, and its correlation with meteorological factors during the first to the second waves",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111049977&doi=10.1016%2fj.jiph.2021.07.010&partnerID=40&md5=9466ca369cccb76255a9c29b2c61c34b","Currently, many countries all over the world are facing the second wave of COVID-19. Therefore, this study aims to analyze the spatial distribution of COVID-19 cases, epidemic spread rate, spatial pattern during the first to the second waves in the South Sumatra Province of Indonesia. This study used the geographical information system (GIS) software to map the spatial distribution of COVID-19 cases and epidemic spread rate. The spatial autocorrelation of the COVID-19 cases was carried out using Moran's I, while the Pearson correlation was used to examining the relationship between meteorological factors and the epidemic spread rate. Most infected areas and the direction of virus spread were predicted using wind rose analysis. The results revealed that the epidemic rapidly spread from August 1 to December 1, 2020. The highest epidemic spread rate was observed in the Palembang district and in its peripheral areas (dense urban areas), while the lowest spread rate was found in the eastern and southern parts of South Sumatra Province (remote areas). The spatial correlation characteristic of the epidemic distribution exhibited a negative correlation and random distribution. Air temperature, wind speed, and precipitation have contributed to a significant impact on the high epidemic spread rate in the second wave. In summary, this study offers new insight for arranging control and prevention strategies against the potential of second wave strike. © 2021 The Author(s)","COVID-19; Epidemic spread rate; Meteorological factor; Second wave",
"Monitoring the impact of Movement Control Order (MCO) in flattening the cummulative daily cases curve of Covid-19 in Malaysia: A generalized logistic growth modeling approach",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111017894&doi=10.1016%2fj.idm.2021.07.004&partnerID=40&md5=4d6cd20d1a09f020a4f275f334fba7a4","Introduction: COVID-19 has affected almost every country in the world, which causing many negative implications in terms of education, economy and mental health. Worryingly, the trend of second or third wave of the pandemic has been noted in multiple regions despite early success of flattening the curve, such as in the case of Malaysia, post Sabah state election in September 2020. Hence, it is imperative to predict ongoing trend of COVID-19 to assist crucial policymaking in curbing the transmission. Method: Generalized logistic growth modelling (GLM) approach was adopted to make prediction of growth of cases according to each state in Malaysia. The data was obtained from official Ministry of Health Malaysia daily report, starting from 26 September 2020 until 1 January 2021. Result: Sabah, Johor, Selangor and Kuala Lumpur are predicted to exceed 10,000 cumulative cases by 2 February 2021. Nationally, the growth factor has been shown to range between 0.25 to a peak of 3.1 throughout the current Movement Control Order (MCO). The growth factor range for Sabah ranged from 1.00 to 1.25, while Selangor, the state which has the highest case, has a mean growth factor ranging from 1.22 to 1.52. The highest growth rates reported were in WP Labuan for the time periods of 22 Nov - 5 Dec 2020 with growth rates of 4.77. States with higher population densities were predicted to have higher cases of COVID-19. Conclusion: GLM is helpful to provide governments and policymakers with accurate and helpful forecasts on magnitude of epidemic and peak time. This forecast could assist government in devising short- and long-term plan to tackle the ongoing pandemic. © 2021 The Authors","COVID-19; Forecast; Generalized logistic growth modelling; Malaysia",
